technique,angle,reference_key,status,source_url,source_url_1,source_url_2,source_url_3,source_url_4,segment_start_s,segment_end_s,quality,notes,target_technique_key,record_reference_key,command_ready,command
cross,right45,cross__right45,ready,https://www.youtube.com/watch?v=zl2bZwxM_ws,https://www.youtube.com/watch?v=zl2bZwxM_ws,https://www.youtube.com/watch?v=wxZjcfMDZvw,https://www.youtube.com/watch?v=-VDRBeu7zqM,https://www.youtube.com/watch?v=6KPs2tFATI0,,,,auto: boxing cross punch tutorial right 45 degree view | Joe Frazier Style Cross,cross,cross__right45,yes,"& ""python"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=zl2bZwxM_ws"" --record-reference ""cross__right45"" --target-technique ""cross"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 1 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --auto-exit-after-reference --reference-search-max-frames 1800 --person-selection-mode ""most_motion"" --disable-structured-storage --reference-capture-mode ""best_window"" --ref-min-motion-energy 0.02 --ref-min-score-gate 0"
cross,side,cross__side,ready,https://www.youtube.com/watch?v=YsFK1MMDQgk,https://www.youtube.com/watch?v=YsFK1MMDQgk,https://www.youtube.com/watch?v=JhkqSCahsNY,https://www.youtube.com/watch?v=n-PBmzmeXSI,https://www.youtube.com/watch?v=sK-6Ujp3KYY,,,,auto: boxing cross punch tutorial side view | Muhammad Ali Cross Technique Breakdown,cross,cross__side,yes,"& ""python"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=YsFK1MMDQgk"" --record-reference ""cross__side"" --target-technique ""cross"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 1 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --auto-exit-after-reference --reference-search-max-frames 1800 --person-selection-mode ""most_motion"" --disable-structured-storage --reference-capture-mode ""best_window"" --ref-min-motion-energy 0.02 --ref-min-score-gate 0"
hook,front,hook__front,ready,https://www.youtube.com/watch?v=MJmHnyBjC6s,https://www.youtube.com/watch?v=MJmHnyBjC6s,https://www.youtube.com/watch?v=JhkqSCahsNY,https://www.youtube.com/watch?v=gjKbtKhNoWA,https://www.youtube.com/watch?v=0gtMKaCJ5I8,,,,auto: boxing hook punch tutorial front view | How to throw the right hook in Boxing | Subscribe for more like this,hook,hook__front,yes,"& ""python"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=MJmHnyBjC6s"" --record-reference ""hook__front"" --target-technique ""hook"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 1 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --auto-exit-after-reference --reference-search-max-frames 1800 --person-selection-mode ""most_motion"" --disable-structured-storage --reference-capture-mode ""best_window"" --ref-min-motion-energy 0.02 --ref-min-score-gate 0"
hook,left45,hook__left45,ready,https://www.youtube.com/watch?v=gjKbtKhNoWA,https://www.youtube.com/watch?v=gjKbtKhNoWA,https://www.youtube.com/watch?v=hAOIr4G_QQk,https://www.youtube.com/watch?v=M1xSCbXdQEo,https://www.youtube.com/watch?v=ce-lVnoUYTs,,,,auto: boxing hook punch tutorial left 45 degree view | Mike Tyson Hook Power Mechanics,hook,hook__left45,yes,"& ""python"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=gjKbtKhNoWA"" --record-reference ""hook__left45"" --target-technique ""hook"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 1 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --auto-exit-after-reference --reference-search-max-frames 1800 --person-selection-mode ""most_motion"" --disable-structured-storage --reference-capture-mode ""best_window"" --ref-min-motion-energy 0.02 --ref-min-score-gate 0"
hook,right45,hook__right45,ready,https://www.youtube.com/watch?v=M1xSCbXdQEo,https://www.youtube.com/watch?v=M1xSCbXdQEo,https://www.youtube.com/watch?v=XzmfSbnMJtI,https://www.youtube.com/watch?v=hAOIr4G_QQk,https://www.youtube.com/watch?v=gjKbtKhNoWA,,,,auto: boxing hook punch tutorial right 45 degree view | Sugar Ray Robinson Hook Technique,hook,hook__right45,yes,"& ""python"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=M1xSCbXdQEo"" --record-reference ""hook__right45"" --target-technique ""hook"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 1 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --auto-exit-after-reference --reference-search-max-frames 1800 --person-selection-mode ""most_motion"" --disable-structured-storage --reference-capture-mode ""best_window"" --ref-min-motion-energy 0.02 --ref-min-score-gate 0"
hook,side,hook__side,ready,https://www.youtube.com/watch?v=XzmfSbnMJtI,https://www.youtube.com/watch?v=XzmfSbnMJtI,https://www.youtube.com/watch?v=0gtMKaCJ5I8,https://www.youtube.com/watch?v=n-PBmzmeXSI,https://www.youtube.com/watch?v=M1xSCbXdQEo,,,,auto: boxing hook punch tutorial side view | Lennox Lewis Hook Counter,hook,hook__side,yes,"& ""python"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=XzmfSbnMJtI"" --record-reference ""hook__side"" --target-technique ""hook"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 1 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --auto-exit-after-reference --reference-search-max-frames 1800 --person-selection-mode ""most_motion"" --disable-structured-storage --reference-capture-mode ""best_window"" --ref-min-motion-energy 0.02 --ref-min-score-gate 0"
uppercut,front,uppercut__front,ready,https://www.youtube.com/watch?v=eBxn21FtqPg,https://www.youtube.com/watch?v=eBxn21FtqPg,https://www.youtube.com/watch?v=JhkqSCahsNY,https://www.youtube.com/watch?v=VljZoHO1OLk,https://www.youtube.com/watch?v=zl2bZwxM_ws,,,,auto: boxing uppercut tutorial front view | The Correct Way to Throw Uppercut,uppercut,uppercut__front,yes,"& ""python"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=eBxn21FtqPg"" --record-reference ""uppercut__front"" --target-technique ""uppercut"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 1 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --auto-exit-after-reference --reference-search-max-frames 1800 --person-selection-mode ""most_motion"" --disable-structured-storage --reference-capture-mode ""best_window"" --ref-min-motion-energy 0.02 --ref-min-score-gate 0"
uppercut,left45,uppercut__left45,ready,https://www.youtube.com/watch?v=ApRBjb93FJ4,https://www.youtube.com/watch?v=ApRBjb93FJ4,https://www.youtube.com/watch?v=GxMOV3ibhWg,https://www.youtube.com/watch?v=VljZoHO1OLk,https://www.youtube.com/watch?v=6KPs2tFATI0,,,,auto: boxing uppercut tutorial left 45 degree view | Sugar Leonard Uppercut Power,uppercut,uppercut__left45,yes,"& ""python"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=ApRBjb93FJ4"" --record-reference ""uppercut__left45"" --target-technique ""uppercut"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 1 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --auto-exit-after-reference --reference-search-max-frames 1800 --person-selection-mode ""most_motion"" --disable-structured-storage --reference-capture-mode ""best_window"" --ref-min-motion-energy 0.02 --ref-min-score-gate 0"
uppercut,right45,uppercut__right45,ready,https://www.youtube.com/watch?v=DelgrO2MEiI,https://www.youtube.com/watch?v=DelgrO2MEiI,https://www.youtube.com/watch?v=GxMOV3ibhWg,https://www.youtube.com/watch?v=VljZoHO1OLk,https://www.youtube.com/watch?v=ApRBjb93FJ4,,,,auto: boxing uppercut tutorial right 45 degree view | Marvelous Marvin Hagler Uppercut Mastery,uppercut,uppercut__right45,yes,"& ""python"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=DelgrO2MEiI"" --record-reference ""uppercut__right45"" --target-technique ""uppercut"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 1 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --auto-exit-after-reference --reference-search-max-frames 1800 --person-selection-mode ""most_motion"" --disable-structured-storage --reference-capture-mode ""best_window"" --ref-min-motion-energy 0.02 --ref-min-score-gate 0"
uppercut,side,uppercut__side,ready,https://www.youtube.com/watch?v=meUNR0SgSXw,https://www.youtube.com/watch?v=meUNR0SgSXw,https://www.youtube.com/watch?v=eBxn21FtqPg,https://www.youtube.com/watch?v=GxMOV3ibhWg,https://www.youtube.com/watch?v=ApRBjb93FJ4,,,,auto: boxing uppercut tutorial side view | Evander Holyfield Uppercut Strategy,uppercut,uppercut__side,yes,"& ""python"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=meUNR0SgSXw"" --record-reference ""uppercut__side"" --target-technique ""uppercut"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 1 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --auto-exit-after-reference --reference-search-max-frames 1800 --person-selection-mode ""most_motion"" --disable-structured-storage --reference-capture-mode ""best_window"" --ref-min-motion-energy 0.02 --ref-min-score-gate 0"
front_kick,front,front_kick__front,ready,https://www.youtube.com/watch?v=ZIg1bG0Iin4,https://www.youtube.com/watch?v=ZIg1bG0Iin4,https://www.youtube.com/watch?v=eg7LpOr5yzY,https://www.youtube.com/watch?v=aWjz5NgzhTw,https://www.youtube.com/watch?v=6km5zupr8JY,,,,auto: martial arts front kick tutorial front view | Jesse Enkamp Karate Front Kick,front_kick,front_kick__front,yes,"& ""python"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=ZIg1bG0Iin4"" --record-reference ""front_kick__front"" --target-technique ""front_kick"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 1 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --auto-exit-after-reference --reference-search-max-frames 1800 --person-selection-mode ""most_motion"" --disable-structured-storage --reference-capture-mode ""best_window"" --ref-min-motion-energy 0.02 --ref-min-score-gate 0"
front_kick,left45,front_kick__left45,ready,https://www.youtube.com/watch?v=nOJxkCkxVSs,https://www.youtube.com/watch?v=nOJxkCkxVSs,https://www.youtube.com/watch?v=me9y-Uz6otg,https://www.youtube.com/watch?v=rMBC4Tc_ZKw,https://www.youtube.com/watch?v=gih8JPD-9KU,,,,auto: martial arts front kick tutorial left 45 degree view | Anderson Silva Front Kick Defense,front_kick,front_kick__left45,yes,"& ""python"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=nOJxkCkxVSs"" --record-reference ""front_kick__left45"" --target-technique ""front_kick"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 1 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --auto-exit-after-reference --reference-search-max-frames 1800 --person-selection-mode ""most_motion"" --disable-structured-storage --reference-capture-mode ""best_window"" --ref-min-motion-energy 0.02 --ref-min-score-gate 0"
front_kick,right45,front_kick__right45,ready,https://www.youtube.com/watch?v=LqHUf0H6bb4,https://www.youtube.com/watch?v=LqHUf0H6bb4,https://www.youtube.com/watch?v=CO4S2daMICk,https://www.youtube.com/watch?v=f-0cCiOIJn4,https://www.youtube.com/watch?v=IlQKAsPwl7I,,,,auto: martial arts front kick tutorial right 45 degree view | Liam Harrison Front Kick Angles,front_kick,front_kick__right45,yes,"& ""python"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=LqHUf0H6bb4"" --record-reference ""front_kick__right45"" --target-technique ""front_kick"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 1 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --auto-exit-after-reference --reference-search-max-frames 1800 --person-selection-mode ""most_motion"" --disable-structured-storage --reference-capture-mode ""best_window"" --ref-min-motion-energy 0.02 --ref-min-score-gate 0"
front_kick,side,front_kick__side,ready,https://www.youtube.com/watch?v=WV_OH8cuJFw,https://www.youtube.com/watch?v=WV_OH8cuJFw,https://www.youtube.com/watch?v=aWjz5NgzhTw,https://www.youtube.com/watch?v=o6DNgVL99SA,https://www.youtube.com/watch?v=CqCYfyoo9vg,,,,auto: martial arts front kick tutorial side view | Shotokan Karate Front Kick Details,front_kick,front_kick__side,yes,"& ""python"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=WV_OH8cuJFw"" --record-reference ""front_kick__side"" --target-technique ""front_kick"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 1 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --auto-exit-after-reference --reference-search-max-frames 1800 --person-selection-mode ""most_motion"" --disable-structured-storage --reference-capture-mode ""best_window"" --ref-min-motion-energy 0.02 --ref-min-score-gate 0"
roundhouse_kick,front,roundhouse_kick__front,ready,https://www.youtube.com/watch?v=BEYGp-npoHc,https://www.youtube.com/watch?v=BEYGp-npoHc,https://www.youtube.com/watch?v=KrR-58vvMnY,https://www.youtube.com/watch?v=4NpVUMwVjyg,https://www.youtube.com/watch?v=DbEwDrTlz_g,,,,auto: martial arts roundhouse kick tutorial front view | Scott Adkins Lead Round Kick Tutorial,roundhouse_kick,roundhouse_kick__front,yes,"& ""python"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=BEYGp-npoHc"" --record-reference ""roundhouse_kick__front"" --target-technique ""roundhouse_kick"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 1 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --auto-exit-after-reference --reference-search-max-frames 1800 --person-selection-mode ""most_motion"" --disable-structured-storage --reference-capture-mode ""best_window"" --ref-min-motion-energy 0.02 --ref-min-score-gate 0"
roundhouse_kick,left45,roundhouse_kick__left45,ready,https://www.youtube.com/watch?v=Bp_QVO7kYtg,https://www.youtube.com/watch?v=Bp_QVO7kYtg,https://www.youtube.com/watch?v=BBSV6f2JNEA,https://www.youtube.com/watch?v=UlkqKZBPNdc,https://www.youtube.com/watch?v=0ZlSlVtm-7Y,,,,auto: martial arts roundhouse kick tutorial left 45 degree view | 5 Common Muay Thai Roundhouse Mistakes: Perfect Your Kick,roundhouse_kick,roundhouse_kick__left45,yes,"& ""python"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=Bp_QVO7kYtg"" --record-reference ""roundhouse_kick__left45"" --target-technique ""roundhouse_kick"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 1 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --auto-exit-after-reference --reference-search-max-frames 1800 --person-selection-mode ""most_motion"" --disable-structured-storage --reference-capture-mode ""best_window"" --ref-min-motion-energy 0.02 --ref-min-score-gate 0"
roundhouse_kick,right45,roundhouse_kick__right45,ready,https://www.youtube.com/watch?v=IlQKAsPwl7I,https://www.youtube.com/watch?v=IlQKAsPwl7I,https://www.youtube.com/watch?v=eQFo1L9g4Sc,https://www.youtube.com/watch?v=Bp_QVO7kYtg,https://www.youtube.com/watch?v=f-0cCiOIJn4,,,,auto: martial arts roundhouse kick tutorial right 45 degree view | Anderson Silva Roundhouse Defense,roundhouse_kick,roundhouse_kick__right45,yes,"& ""python"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=IlQKAsPwl7I"" --record-reference ""roundhouse_kick__right45"" --target-technique ""roundhouse_kick"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 1 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --auto-exit-after-reference --reference-search-max-frames 1800 --person-selection-mode ""most_motion"" --disable-structured-storage --reference-capture-mode ""best_window"" --ref-min-motion-energy 0.02 --ref-min-score-gate 0"
