technique,angle,stance,quality,keep,segment_start_s,segment_end_s,notes,video_id,url,title,channel_title,channel_id,published_at,duration_iso8601,duration_seconds,definition,caption,view_count,like_count,comment_count,query_hit,tags
heiko_dachi,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",xNfoJm6woVY,https://www.youtube.com/watch?v=xNfoJm6woVY,Heiko Dachi Parallel Stance,,,,,,,,,,,karate heiko dachi parallel stance kihon tutorial,
moto_dachi,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",lorXVqiaA8A,https://www.youtube.com/watch?v=lorXVqiaA8A,The Karate Fighting Stance : Improve your Kumite,,,,,,,,,,,karate moto dachi kumite fighting stance tutorial,
moto_dachi,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",mNLWjqTy5q8,https://www.youtube.com/watch?v=mNLWjqTy5q8,Basic Karate Stance Kumite Dachi,,,,,,,,,,,karate moto dachi kumite fighting stance tutorial,
moto_dachi,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",IChLbuVD83I,https://www.youtube.com/watch?v=IChLbuVD83I,Fighting Stance: Kumite Dachi,,,,,,,,,,,karate moto dachi kumite fighting stance tutorial,
moto_dachi,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",qJED51I7iTc,https://www.youtube.com/watch?v=qJED51I7iTc,Karate Kumite Stances & Footwork Tutorial!,,,,,,,,,,,karate moto dachi kumite fighting stance tutorial,
choku_zuki,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",IMhc_iNm6bo,https://www.youtube.com/watch?v=IMhc_iNm6bo,Choku Zuki (Straight Punch),,,,,,,,,,,karate choku zuki straight punch tutorial,
choku_zuki,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",l9T5Y9ecYXQ,https://www.youtube.com/watch?v=l9T5Y9ecYXQ,Improve your Karate straight punch - choku-zuki,,,,,,,,,,,karate choku zuki straight punch tutorial,
choku_zuki,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",5QE2HDXSv5Y,https://www.youtube.com/watch?v=5QE2HDXSv5Y,KARATE-DO IT AT HOME - Beginners program #1 - Chokuzuki Straight Punch (Tutorial),,,,,,,,,,,karate choku zuki straight punch tutorial,
choku_zuki,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",7FAbEIrP2Ik,https://www.youtube.com/watch?v=7FAbEIrP2Ik,10th Kyu JKA Exam Basics - Choku Zuki - Straight Punch,,,,,,,,,,,karate choku zuki straight punch tutorial,
oi_zuki,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",OdwFBQ-kQog,https://www.youtube.com/watch?v=OdwFBQ-kQog,A lesson on Oi Zuki - Shotokan Karate lunge punch,,,,,,,,,,,karate oi zuki lunge punch tutorial,
oi_zuki,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",851S-OPmLUk,https://www.youtube.com/watch?v=851S-OPmLUk,Beginners Shotokan Karate: Oi Zuki (Lunge Punch),,,,,,,,,,,karate oi zuki lunge punch tutorial,
oi_zuki,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",WBc8wkfJEao,https://www.youtube.com/watch?v=WBc8wkfJEao,Basic Karate Punches: Oizuki - Front punch/Lunge punch,,,,,,,,,,,karate oi zuki lunge punch tutorial,
oi_zuki,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",I623xKqQ1Qk,https://www.youtube.com/watch?v=I623xKqQ1Qk,Oi Zuki (Lunge Punch) Tutorial,,,,,,,,,,,karate oi zuki lunge punch tutorial,
gyaku_zuki,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",mcvBTBJLPOU,https://www.youtube.com/watch?v=mcvBTBJLPOU,Beginners Shotokan Karate: Gyaku Zuki (Reverse punch),,,,,,,,,,,karate gyaku zuki reverse punch tutorial,
gyaku_zuki,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",MauX8yBbzkQ,https://www.youtube.com/watch?v=MauX8yBbzkQ,Karate Basic Techniques / Reverse Punch / Gyaku Zuki Tutorial,,,,,,,,,,,karate gyaku zuki reverse punch tutorial,
gyaku_zuki,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",mqQDm_juMMs,https://www.youtube.com/watch?v=mqQDm_juMMs,Gyaku-Zuki or Reverse Punch Shotokan Karate Tutorial,,,,,,,,,,,karate gyaku zuki reverse punch tutorial,
gyaku_zuki,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",vhChjsxYEKs,https://www.youtube.com/watch?v=vhChjsxYEKs,Shotokan Karate Gyaku Zuki Reverse Punch Demonstration and Breakdown,,,,,,,,,,,karate gyaku zuki reverse punch tutorial,
kizami_zuki,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",Xb_Wisc8Iiw,https://www.youtube.com/watch?v=Xb_Wisc8Iiw,Kizami Zuki / Tutorial for the Karate Jab Punch,,,,,,,,,,,karate kizami zuki jab punch tutorial,
kizami_zuki,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",WqYl7Y8dEjo,https://www.youtube.com/watch?v=WqYl7Y8dEjo,Beginners Shotokan Karate: Kizami Zuki (Jab punch),,,,,,,,,,,karate kizami zuki jab punch tutorial,
kizami_zuki,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",eOdLg_-gdIY,https://www.youtube.com/watch?v=eOdLg_-gdIY,1 Way To - Jab (Kizami Zuki) - Karate Techniques - Easy to Learn,,,,,,,,,,,karate kizami zuki jab punch tutorial,
kizami_zuki,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",tvutu7Sfmcs,https://www.youtube.com/watch?v=tvutu7Sfmcs,Karate Punch Kizami Zuki Tutorial! 5 Tips Revealed,,,,,,,,,,,karate kizami zuki jab punch tutorial,
kagi_zuki,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",qhCO7TMcDS8,https://www.youtube.com/watch?v=qhCO7TMcDS8,Kagi Zuki (Hook Punch) Tutorial,,,,,,,,,,,karate kagi zuki hook punch tutorial,
kagi_zuki,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",7WiaohiaMgU,https://www.youtube.com/watch?v=7WiaohiaMgU,How to do Kagi-zuki Punch | How to do Hook Punch in karate,,,,,,,,,,,karate kagi zuki hook punch tutorial,
kagi_zuki,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",KQBONIgKN_k,https://www.youtube.com/watch?v=KQBONIgKN_k,"Hook Punch / Kagi Zuki Tips by Shihan Marcel Lussier, 7th Dan IKD | Shotokan Karate",,,,,,,,,,,karate kagi zuki hook punch tutorial,
kagi_zuki,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",Vos0FpuKcJs,https://www.youtube.com/watch?v=Vos0FpuKcJs,KAGI ZUKI (HOOK PUNCH) TRAINING,,,,,,,,,,,karate kagi zuki hook punch tutorial,
uraken_uchi,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",bZay7eC0ZDA,https://www.youtube.com/watch?v=bZay7eC0ZDA,Beginners Shotokan Karate: Uraken Uchi (Back fist strike),,,,,,,,,,,karate uraken uchi back fist strike tutorial,
uraken_uchi,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",xVuQ2Zl2BrU,https://www.youtube.com/watch?v=xVuQ2Zl2BrU,Uraken Uchi (Back fist strike) Tutorial,,,,,,,,,,,karate uraken uchi back fist strike tutorial,
uraken_uchi,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",X9UXFr7Q9X0,https://www.youtube.com/watch?v=X9UXFr7Q9X0,Uraken Uchi - Karate Back Fist,,,,,,,,,,,karate uraken uchi back fist strike tutorial,
uraken_uchi,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",WRzZlvowYJU,https://www.youtube.com/watch?v=WRzZlvowYJU,Uraken uchi - karate's backfist,,,,,,,,,,,karate uraken uchi back fist strike tutorial,
tettsui_uchi,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",OVWndHyvxFg,https://www.youtube.com/watch?v=OVWndHyvxFg,Karate Hammer Fist Strike Tutorial | Tettsui Uchi,,,,,,,,,,,karate tettsui uchi hammer fist strike tutorial,
tettsui_uchi,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",SNbwQqnECXo,https://www.youtube.com/watch?v=SNbwQqnECXo,Tetsui Uchi - Hammer Fist Strike,,,,,,,,,,,karate tettsui uchi hammer fist strike tutorial,
tettsui_uchi,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",GI_eb4wScCM,https://www.youtube.com/watch?v=GI_eb4wScCM,Beginners Shotokan Karate: Tetsui Uchi (Hammer fist strike),,,,,,,,,,,karate tettsui uchi hammer fist strike tutorial,
tettsui_uchi,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",QyKei75eZfc,https://www.youtube.com/watch?v=QyKei75eZfc,Shotokan Karate Beginner's Guide - Tettsui-Uchi (Hammer Fist Strike),,,,,,,,,,,karate tettsui uchi hammer fist strike tutorial,
shuto_uchi,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",fTiqpC5i3ck,https://www.youtube.com/watch?v=fTiqpC5i3ck,How to perform Shuto Uchi | Knife Hand Strike | Shotokan Karate,,,,,,,,,,,karate shuto uchi knife hand strike tutorial,
shuto_uchi,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",nXsGAeO6pRg,https://www.youtube.com/watch?v=nXsGAeO6pRg,Shuto Uchi (Knife Hand Strike) Tutorial,,,,,,,,,,,karate shuto uchi knife hand strike tutorial,
shuto_uchi,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",qIn6uutdgSU,https://www.youtube.com/watch?v=qIn6uutdgSU,HOW TO SHUTO UCHI (KNIFE HAND STRIKE) SHOTOKAN KARATE,,,,,,,,,,,karate shuto uchi knife hand strike tutorial,
shuto_uchi,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",RiMZqKanTF8,https://www.youtube.com/watch?v=RiMZqKanTF8,Karate Moves | SHUTO UCHI - Knife Hand Strike,,,,,,,,,,,karate shuto uchi knife hand strike tutorial,
empi_uchi,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",ZK-Bba8p9lY,https://www.youtube.com/watch?v=ZK-Bba8p9lY,Karate for You :: Empi Uchi - Elbow strike Tutorial,,,,,,,,,,,karate empi uchi elbow strike tutorial,
empi_uchi,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",xU-8-CwJJf0,https://www.youtube.com/watch?v=xU-8-CwJJf0,Karate Elbow Strike MAE EMPI UCHI & MAWASHI EMPI UCHI | Team DBASKA,,,,,,,,,,,karate empi uchi elbow strike tutorial,
empi_uchi,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",XTIiUbDEB-Q,https://www.youtube.com/watch?v=XTIiUbDEB-Q,HOW TO MAE EMPI UCHI (FRONT ELBOW STRIKE) SHOTOKAN KARATE,,,,,,,,,,,karate empi uchi elbow strike tutorial,
empi_uchi,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",OlIpe07w1Eo,https://www.youtube.com/watch?v=OlIpe07w1Eo,Karate - Elbow Strike - Empi Uchi,,,,,,,,,,,karate empi uchi elbow strike tutorial,
age_uke,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",OsvaPYUBnFY,https://www.youtube.com/watch?v=OsvaPYUBnFY,Beginning Karate: Rising block (Age-uke),,,,,,,,,,,karate age uke rising block tutorial,
age_uke,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",vRozoQsh5rE,https://www.youtube.com/watch?v=vRozoQsh5rE,Karate Beginners Guide: Age Uke Rising Block,,,,,,,,,,,karate age uke rising block tutorial,
age_uke,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",r3tyg5u6EFs,https://www.youtube.com/watch?v=r3tyg5u6EFs,How to perform a Rising Block (Age Uke Tutorial),,,,,,,,,,,karate age uke rising block tutorial,
age_uke,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",1q6l1g5rFw8,https://www.youtube.com/watch?v=1q6l1g5rFw8,Shotokan Karate Technique: Rising Block (Age Uke),,,,,,,,,,,karate age uke rising block tutorial,
soto_uke,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",YbetlAnKqUk,https://www.youtube.com/watch?v=YbetlAnKqUk,Beginning karate: Outside block (Soto Uke),,,,,,,,,,,karate soto uke outside block tutorial,
soto_uke,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",QTFXSxVxqR8,https://www.youtube.com/watch?v=QTFXSxVxqR8,"Soto Uke, blocking from outside to inside",,,,,,,,,,,karate soto uke outside block tutorial,
soto_uke,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",a4nWVfR-aHI,https://www.youtube.com/watch?v=a4nWVfR-aHI,Soto Ude Uke Outside Forearm Block: Shotokan Karate Kihon,,,,,,,,,,,karate soto uke outside block tutorial,
soto_uke,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",rvTF-cmvjDU,https://www.youtube.com/watch?v=rvTF-cmvjDU,Soto Ude Uke - Karate Outside Forearm Block,,,,,,,,,,,karate soto uke outside block tutorial,
uchi_uke,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",F68Oi57Pz54,https://www.youtube.com/watch?v=F68Oi57Pz54,How to Do Uchi Uke | Shotokan Karate Inside Block Tutorial,,,,,,,,,,,karate uchi uke inside block tutorial,
uchi_uke,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",neAANL1sATY,https://www.youtube.com/watch?v=neAANL1sATY,Beginning Karate: Inside block (Uchi-uke),,,,,,,,,,,karate uchi uke inside block tutorial,
uchi_uke,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",W2c-JPn0qwQ,https://www.youtube.com/watch?v=W2c-JPn0qwQ,Karate Inside Block Tutorial | Uchi Uke,,,,,,,,,,,karate uchi uke inside block tutorial,
uchi_uke,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",EYsLtsTVCkw,https://www.youtube.com/watch?v=EYsLtsTVCkw,Beginners Shotokan Karate: Uchi Uke (Inside forearm block),,,,,,,,,,,karate uchi uke inside block tutorial,
gedan_barai,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",rzfZ0JUWvAs,https://www.youtube.com/watch?v=rzfZ0JUWvAs,Learn The Basic Karate Down Block Gedan Barai,,,,,,,,,,,karate gedan barai down block tutorial,
gedan_barai,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",e0agRp6SGwY,https://www.youtube.com/watch?v=e0agRp6SGwY,Karate Basic Tutorial: Downward Block (Gedan Barai),,,,,,,,,,,karate gedan barai down block tutorial,
gedan_barai,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",azZL8RVYgmQ,https://www.youtube.com/watch?v=azZL8RVYgmQ,The ULTIMATE Tutorial of Gedan Barai (Low Block),,,,,,,,,,,karate gedan barai down block tutorial,
gedan_barai,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",icXBbPjRxWY,https://www.youtube.com/watch?v=icXBbPjRxWY,Karate Gedan Barai - How to do a proper Low block - Downward Block,,,,,,,,,,,karate gedan barai down block tutorial,
shuto_uke,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",t2YAyFd2xuc,https://www.youtube.com/watch?v=t2YAyFd2xuc,Beginning Karate: Knife Hand Block (Shuto Uke),,,,,,,,,,,karate shuto uke knife hand block tutorial,
shuto_uke,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",_7qx8mrf5Yg,https://www.youtube.com/watch?v=_7qx8mrf5Yg,Knife Hand Block / Shuto Uke Tutorial | Shotokan Karate Techniques,,,,,,,,,,,karate shuto uke knife hand block tutorial,
shuto_uke,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",fMIrQpwljes,https://www.youtube.com/watch?v=fMIrQpwljes,Shotokan Karate - Shuto Uke - Knife Hand Block - Demonstration with Breakdown and Kihon Drills,,,,,,,,,,,karate shuto uke knife hand block tutorial,
shuto_uke,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",LeEi-8aXti8,https://www.youtube.com/watch?v=LeEi-8aXti8,Beginners Shotokan Karate: Shuto Uke (Knife Hand Block),,,,,,,,,,,karate shuto uke knife hand block tutorial,
mae_geri,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",-OV8NYJALUI,https://www.youtube.com/watch?v=-OV8NYJALUI,KARATE KICK TUTORIAL - How to Front Kick (Mae Geri),,,,,,,,,,,karate mae geri front kick tutorial,
mae_geri,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",U3KxTSadA7A,https://www.youtube.com/watch?v=U3KxTSadA7A,MAE GERI TECHNIQUE - karate front kick - TEAM KI,,,,,,,,,,,karate mae geri front kick tutorial,
mae_geri,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",bi3iWftfkzM,https://www.youtube.com/watch?v=bi3iWftfkzM,Karate | FRONT KICK DOs and DON'Ts (Mae Geri),,,,,,,,,,,karate mae geri front kick tutorial,
mae_geri,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",ZIg1bG0Iin4,https://www.youtube.com/watch?v=ZIg1bG0Iin4,Karate Front Kick/Mae Geri Tutorial | Karate Technique Tuesday Episode #4,,,,,,,,,,,karate mae geri front kick tutorial,
mawashi_geri,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",jwnky3w3xVI,https://www.youtube.com/watch?v=jwnky3w3xVI,How to ROUNDHOUSE KICK (Mawashi Geri) - Martial Arts Tutorial,,,,,,,,,,,karate mawashi geri roundhouse kick tutorial,
mawashi_geri,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",xi1hyrAY2hI,https://www.youtube.com/watch?v=xi1hyrAY2hI,Mawashi Geri (Roundhouse Kick) Tutorial,,,,,,,,,,,karate mawashi geri roundhouse kick tutorial,
mawashi_geri,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",MtkMKMg9ZY8,https://www.youtube.com/watch?v=MtkMKMg9ZY8,"How to: Mawashi geri (roundhouse kick) - tips, applications, mobility",,,,,,,,,,,karate mawashi geri roundhouse kick tutorial,
mawashi_geri,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",9s1SamWOqJc,https://www.youtube.com/watch?v=9s1SamWOqJc,Karate Roundhouse Kick/Mawashi Geri Tutorial | Karate Technique Tuesday Episode #5,,,,,,,,,,,karate mawashi geri roundhouse kick tutorial,
yoko_geri_keage,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",IFj5tPU0Usw,https://www.youtube.com/watch?v=IFj5tPU0Usw,Karate - Yoko Geri Keage - How to do proper Side Snap Kick,,,,,,,,,,,karate yoko geri keage side snap kick tutorial,
yoko_geri_keage,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",3kH5n_x1sJA,https://www.youtube.com/watch?v=3kH5n_x1sJA,Yoko-geri Keage,,,,,,,,,,,karate yoko geri keage side snap kick tutorial,
yoko_geri_keage,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",5UukaYB0X2I,https://www.youtube.com/watch?v=5UukaYB0X2I,How To Master Yoko Geri Keage (Karate Side Kick)!,,,,,,,,,,,karate yoko geri keage side snap kick tutorial,
yoko_geri_keage,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",6l-Ithejqn4,https://www.youtube.com/watch?v=6l-Ithejqn4,How to do KARATE Yoko Geri Keage Correctly with 3 EASY Steps,,,,,,,,,,,karate yoko geri keage side snap kick tutorial,
yoko_geri_kekomi,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",Pye797lkisI,https://www.youtube.com/watch?v=Pye797lkisI,Karate - Yoko Geri Kekomi - How to do proper Side thrust kick,,,,,,,,,,,karate yoko geri kekomi side thrust kick tutorial,
yoko_geri_kekomi,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",Bc4SbLWVacM,https://www.youtube.com/watch?v=Bc4SbLWVacM,Yoko-geri Kekomi,,,,,,,,,,,karate yoko geri kekomi side thrust kick tutorial,
yoko_geri_kekomi,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",lAJt4ipDhEQ,https://www.youtube.com/watch?v=lAJt4ipDhEQ,Online Learning - Yoko Geri Kekomi (Side Thrust Kick),,,,,,,,,,,karate yoko geri kekomi side thrust kick tutorial,
yoko_geri_kekomi,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",8kh0PArB4bY,https://www.youtube.com/watch?v=8kh0PArB4bY,Yoko Geri Kekomi - Side Thrust Kick (Slow Motion),,,,,,,,,,,karate yoko geri kekomi side thrust kick tutorial,
ushiro_geri,,,,,,,"auto-sourced by web search; angle not verified - review the clip, set angle and keep before capture",Xbloc8FoUjM,https://www.youtube.com/watch?v=Xbloc8FoUjM,USHIRO GERI TUTORIAL (Spinning Back Kick),,,,,,,,,,,karate ushiro geri back kick tutorial,
